,tweetcreatedts,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,userID
1133,4/22/2021 13:37,madmilker,[Made In America is the only way out of this mess because foreign made put US here.]  - madmilker,"Possum Hollow, USA",7351,7094,100004,1,"#Lord, I can't believe more owners of #domainnames are not #parking them on @Sedo to earn money....
or...
auction them off...
or...
just there to sell...
It is amazing just how much you can earn each month simply by having each domain name parked...
Lord, I love it ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘ðŸ¤‘",#Lord #domainnames #parking,15692273
1134,4/22/2021 13:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:30 AM

Alewife: 2044 free spaces (12% full)
Beverly: 326 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 609 (9%)
Wonderland: 1139 (20%)
Woodland: 329 (38%)",#Parking,9.99E+17
1135,4/22/2021 13:23,LeslieSellsTO,I am a Toronto Realtor  and I specialize in the East End of Toronto Leslieville -Beach area where I reside let me make my neighborhood your neighborhood!,Toronto ON,264,125,792,0,"Golden Views

https://t.co/dMVDvYijbD 

#beautyonthebeach 
#beachrealestate 
#beachpenthouse 
#beachliving
#beachhome 
#2bedroom 
#beachviews
#beachrealtor
#parking
#luxuryliving 
#customcabinets 
#customcondo
#custompenthouse 
#amenities 
#beachwalks
#beachside
#RemaxHallmark https://t.co/AZwFhOOY5d",#beautyonthebeach #beachrealestate #beachpenthouse #beachliving #beachhome #2bedroom #beachviews #beachrealtor #parking #luxuryliving #customcabinets #customcondo #custompenthouse #amenities #beachwalks #beachside #RemaxHallmark,384931640
1136,4/22/2021 13:18,WayCom_,"A ðŸš˜â€™s best friend: Parking â€¢ Car Wash â€¢ Gas â€¢ EV â€¢ Auto Insurance â€¢ Roadside Assistance
Get the App:",United States & Canada,1683,1402,4343,0,"7 Things to do at Boston Logan Airport
 https://t.co/FSSLcd9sm7 

#airport #airportparking #boston #bostonparking #parking #usaparking",#airport #airportparking #boston #bostonparking #parking #usaparking,33667393
1137,4/22/2021 13:17,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Find your space in the #parking industry! SP + is looking for a Maintenance Porter in Houston, TX. https://t.co/JS0PH2N6Uo #porter",#parking #porter,9.28E+17
1138,4/22/2021 13:02,MarcoIslandPD,"In emergency call 911. Non-emergency (239) 389-5050. For public record requests, please contact MIPD directly.","Marco Island, Florida",190,7098,13606,0,"Avoid a parking citation and park in a permitted location!

https://t.co/hY5ml8pfIe

#MarcoIsland #BetterTogether #WeProtectParadise #Florida #MIPD #SWFL #Parking #Season https://t.co/Q5VGrrWBuf",#MarcoIsland #BetterTogether #WeProtectParadise #Florida #MIPD #SWFL #Parking #Season,2389469276
1139,4/22/2021 13:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 9:00 AM

Alewife: 2061 free spaces (12% full)
Beverly: 327 (18%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 611 (9%)
Wonderland: 1155 (19%)
Woodland: 335 (37%)",#Parking,9.99E+17
1140,4/22/2021 12:55,MiStorage1,Self storage containers and vehicle parking in Milton Keynes,,285,137,50,1,"New containers arriving....

Book now to secure
Self Storage 
Work Rooms
Vehicle Parking 
#removals #selfstore #workrooms #parking 

Call Les 07768148208 https://t.co/cwngr6Vn5S",#removals #selfstore #workrooms #parking,1.37E+18
1141,4/22/2021 12:43,GibVeconi,Prospect Heights resident and community organizer,"Brooklyn, NY",79,196,929,0,"If @barclayscenter wanted to be a better neighbor in #ProspectHeights, it could start by having staff obey #parking regulations. @NYPD78Pct @EmpireStateDev @cmlauriecumbo @NYC_DOT  https://t.co/OU18zZUAhm",#ProspectHeights #parking,522337274
1142,4/22/2021 12:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:30 AM

Alewife: 2074 free spaces (11% full)
Beverly: 327 (18%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 614 (9%)
Wonderland: 1167 (18%)
Woodland: 343 (35%)",#Parking,9.99E+17
1143,4/22/2021 12:29,WakeOffices,Wakefield Business Centres provide a range of unrivalled period properties offering #servicedoffices #conference rooms & #virtualoffices in #Wakefield & #Ossett,"Wakefield, West Yorkshire",1226,964,10443,0,Need an #officespace that has #PARKing facilities  https://t.co/LcFcspM7QP can assist! Our #business centres in central #Wakefield offer secure #CarParking Contact us for further details.,#officespace #PARKing #business #Wakefield #CarParking,1299855582
1144,4/22/2021 12:18,ParkingReview,"The world's best parking news magazine. We also run events such as the British Parking Awards, Parking & Property and Traffic + Parking. Edited by Mark Moran.",London,1239,2918,64968,1,Lots of interesting #parking news in the April edition of @ParkingReview especially about the @mhclg's response to last year's consultation. @_TheIPC's comments (p.35) raise fears about a potential end to free parking to the detriment of already embattled #UK High Streets. https://t.co/nD3JMhk2R7,#parking,2229871904
1145,4/22/2021 12:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #dogecoin #deal #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1146,4/22/2021 12:13,SPPlusCareers,"SP+ (SP Plus) is a diverse provider of professional parking, ground transportation, facility maintenance, security, & event logistics services.  #Hiring #jobs",,126,809,1720,0,"Ever thought about a job in #parking? With over 4,000 locations across the US and Canada, SP + is looking for new team members in KCMO, MO. Check out our Cashier - Driving opportunity. https://t.co/Ra8Flj01b5 #cashier",#parking #cashier,9.28E+17
1147,4/22/2021 12:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 8:00 AM

Alewife: 2100 free spaces (10% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 619 (8%)
Wonderland: 1188 (17%)
Woodland: 357 (33%)",#Parking,9.99E+17
1148,4/22/2021 11:55,LocalFoodFinder,"Join Local Food Britain on our mission to celebrate great local food and drink, and the people who produce it. We're based on a farm estate in Surrey.","Surrey, UK",958,3350,14617,3,This #weekend is the #BritishCheeseWeekender &amp; we have over 150 #British   #Cheeses available in store We are open Tuesday to Saturday 10am to 4pm with plenty of #parking so #SupportBritishCheesemakers &amp; #SupportIndependentRetailers so pop in &amp; see what new #cheese we have! https://t.co/K0BSBO6sRd,#weekend #BritishCheeseWeekender #British #Cheeses,170674394
1149,4/22/2021 11:49,VNCAutomotive,We are a technology spin-out based in Cambridge (UK) providing over 25 million vehicles worldwide with the latest #CarConnectivity and #telematics software,"Cambridge, England",116,788,1873,2,"What does #automotive #connectivity have to do with #parking? See how crowdsourced data from #ultrasonic parking sensors can be used to alert #drivers of available #parkingspaces. Learn how this is improving #mobility: 
https://t.co/lMdnH3Kh1S

#ParkingSolutions #ParkingApp",#automotive #connectivity #parking #ultrasonic,1.01E+18
1150,4/22/2021 11:34,ParchiveGlobal,"Find, reserve and pay for parking space with ease.
Available on Android and on the Web.","Lagos, NG",10,16,312,0,"How to smartly beat them to the last parking space. 

Swipe and learn the magic.

#ParchiveReservation #ParkingSpace #ParkingApp #Parchive #ParkWithParchive #Parking #LagosCarPark #GetParked https://t.co/HjcxgWGBYU",#ParchiveReservation #ParkingSpace #ParkingApp #Parchive #ParkWithParchive #Parking #LagosCarPark #GetParked,1.14E+18
1151,4/22/2021 11:33,Book2park,The smart way to reserve Airport/ Seaport Parking nationwide! Save up to 70% on your next airport/ seaport parking reservation!,"Virginia, USA",638,449,2656,2,"#ParkingTips: A few tips on how  to #parallel #park.
#Parking #AirportParking #Save #Deals https://t.co/iCjAV3wEWP",#ParkingTips #parallel #park #Parking #AirportParking #Save #Deals,362270379
1152,4/22/2021 11:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:30 AM

Alewife: 2136 free spaces (8% full)
Beverly: 318 (21%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 622 (7%)
Wonderland: 1210 (15%)
Woodland: 390 (27%)",#Parking,9.99E+17
1153,4/22/2021 11:30,Karl_Tatler,"Multi-award winning Karl Tatler Estate Agents & Lettings successfully helping people buy, sell & let in Wirral. Open Mon-Sat 9-5:30. Viewings available 7 days.","Wirral, Merseyside",608,2429,13835,0,"Stunning river views and a south facing balcony, this 2 bed duplex apartment is the perfect starter home with allocated parking!
https://t.co/F2Nm4RPy6v
.
#karltatler #estateagents #wirral #apartment #duplexapartment #parking #balcony #firsthome #property #forsale",#karltatler #estateagents #wirral #apartment #duplexapartment #parking #balcony #firsthome #property #forsale,466351428
1154,4/22/2021 11:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #deal #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #pinterest #deal #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1155,4/22/2021 11:01,TheCheeseHut1,"Serving the lovely people of Brighton & Hove and the surrounding areas, with delicious Local Sussex Cheeses & Gourmet Products! Tel 01273 789107","1 Basin road south, BN41 1WF",178,526,915,3,This #weekend is the #BritishCheeseWeekender &amp; we have over 150 #British   #Cheeses available in store We are open Tuesday to Saturday 10am to 4pm with plenty of #parking so #SupportBritishCheesemakers &amp; #SupportIndependentRetailers so pop in &amp; see what new #cheese we have! https://t.co/K0BSBO6sRd,#weekend #BritishCheeseWeekender #British #Cheeses #parking #SupportBritishCheesemakers #SupportIndependentRetailers #cheese,8.65E+17
1156,4/22/2021 11:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 7:00 AM

Alewife: 2164 free spaces (7% full)
Beverly: 323 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 626 (7%)
Wonderland: 1244 (13%)
Woodland: 420 (21%)",#Parking,9.99E+17
1157,4/22/2021 10:56,FerrySecure,We fit and supply #twobars #parkingsensors #phonekits #secuirtytrackers #avmultimedia & Lots more! Call us today with your requirements (01553) 886 420,King's Lynn,528,419,1665,0,@ferrysecure as well as #Trackers #Parking #aids &amp; #Tow #Bars https://t.co/XNgzHH9ZHz for #sign #writing &amp; #roof #racks for your vans 01553 886420 info@ferrysecure.co.uk https://t.co/Mf0rj6H6IA,#Trackers #Parking #aids #Tow #Bars #sign #writing #roof #racks,863308855
1158,4/22/2021 10:31,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:31 AM

Alewife: 2195 free spaces (6% full)
Beverly: 325 (19%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 636 (5%)
Wonderland: 1263 (12%)
Woodland: 473 (11%)",#Parking,9.99E+17
1159,4/22/2021 10:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #deal #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #socialmedia #deal #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1160,4/22/2021 10:00,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 6:00 AM

Alewife: 2246 free spaces (4% full)
Beverly: 332 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 657 (2%)
Wonderland: 1289 (10%)
Woodland: 514 (3%)",#Parking,9.99E+17
1161,4/22/2021 9:38,_TheIPC,A progressive DVLA Accredited Trade Association (ATA) representing parking operators and consumers throughout the UK and beyond.,"Macclesfield, England",2167,501,1337,1,Lots of interesting #parking news in the April edition of @ParkingReview especially about the @mhclg's response to last year's consultation. @_TheIPC's comments (p.35) raise fears about a potential end to free parking to the detriment of already embattled #UK High Streets. https://t.co/nD3JMhk2R7,#parking #UK,1.04E+18
1162,4/22/2021 9:30,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:30 AM

Alewife: 2279 free spaces (2% full)
Beverly: 334 (17%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 664 (1%)
Wonderland: 1301 (9%)
Woodland: 529 (1%)",#Parking,9.99E+17
1163,4/22/2021 9:15,bmurphypointman,#affiliate #affiliatemarketing #bitcoin #business  #cryptocurrency #doge #deals #discount #gifts #marketing #shopping #socialmedia #travel #twitter #webtalk,"Bay Area, CA",4826,69573,1048574,0,#linkedin #twitter #facebook #instagram #bitcoin #deal #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport Save Up To 70% For A Limited Time Only On #airportparking https://t.co/UsGkiUEntP,#linkedin #twitter #facebook #instagram #bitcoin #deal #socialmedia #pinterest #dogecoin #deal #gift #gifts #giftideas #shop #shopping #shoppingonline #parking #airport #airportparking,617853906
1164,4/22/2021 9:09,stu_a_,,,189,57,392,0,"Still waiting...  @ThanetCouncil  
Do I have to get into an argument with my neighbour and start posting the cctv of your attendant ignoring their van while ticketing others? #thanet #parking #localgov #LocalGovernment https://t.co/mMlkk8kxzo",#thanet #parking #localgov #LocalGovernment,4901453591
1165,4/22/2021 9:05,MBTA_Parking,"Tweeting weekday morning updates about @MBTA parking garages: Alewife, Beverly, Braintree, Route 128, Salem, Quincy Adams, Wonderland, and Woodland.","Boston, MA",2,2205,22162,0,"#Parking Availability @ 5:05 AM

Alewife: 2287 free spaces (2% full)
Beverly: 335 (16%)
Quincy Adams: 775 (1%)
Route 128: 2045 (6%)
Salem: 669 (1%)
Wonderland: 1310 (8%)
Woodland: 535 (0%)",#Parking,9.99E+17
